restaurant_name,image_url,rating,cuisine,location,delivery_time
Pai Vihar Grand,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/aooahacipmmueuxdnts5",4.2,"Chinese, North Indian, South Indian",City Market,30-35 mins
Board 4 Bored,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/i1bqmwpvmshiotuh46xj",3.8,"Chinese, American, Mexican",Basavanagudi,30-35 mins
MAST BANARASI PAAN,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/e3450562aecff39ff412270c65819cf4",4.5,Paan,Rajajinagar,35-40 mins
THE TAJ HOTEL,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/a93781a345b867c9be8df2ec3a710f72",3.9,"North Indian, Indian",Majestic,20-25 mins
B&B The Pub,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/tcxrhikuw4zccpxnxchg",4.7,Chinese,Basavanagudi,20-25 mins
Hotel Raghavendra Prasanna,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/dnadknzl9dx2lxcot1gk",4.6,"Beverages, South Indian",City Market,30-35 mins
Gelato Italiano,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/wxmliyezgx7rzychqblq",4.3,"Ice Cream, Desserts",Ashok Nagar,45-50 mins
Chandni Chowk,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/8/3/92b9bd02-28dc-41d8-84d3-d48cdabc80f8_320034.jpg",3.7,"Snacks, North Indian, Beverages",Banashankari,35-40 mins
IGP sweets,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/e2835ca7ef7146371dc51de6698e3c87",,"Sweets, Desserts, Bakery",Koramangala,35-40 mins
Tea Villa Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/mcvtygin06tgza1qpygp",4.2,"Chinese, Continental, Desserts, Italian, Mexican, Pan-Asian",Jayanagar,35-40 mins
Peppy Parathas & Rolls By Chai Point,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/yttnwh66rnxewxa1i7st",4.2,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi, Chaat, Indian, American, Fast Food, Desserts, Cafe, Healthy Food, Home Food, North Indian",Jayanagar,30-35 mins
Enchante By Chai Point,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/16/741fbf1f-b063-4262-bb8f-496bb13a3d0f_523294.jpg",4.2,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi, Chaat, Indian, American, Fast Food, Desserts, Cafe, Healthy Food, Home Food, North Indian",Banashankari,35-40 mins
Big Bites,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/jvy2lz38rjpmskfdy9p4",4.2,"Fast Food, Snacks",Seshadripuram,30-35 mins
Khichdi Kahani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/psifsoxwsqep4i5aoyqj",3.4,North Indian,Jayanagar,45-50 mins
PIZZA CLUB,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/xmjl99v97by5zar55dzu",,Pizzas,Shivajinagar,45-50 mins
Thali 99,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/rm1mjqd0uneghiobfqub",3.6,"Thalis, North Indian, Indian, Home Food",Adugodi,45-50 mins
Puliyogare Palace,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/bw3ch0ga78nn3uadg2zd",3.2,"Desserts, Bakery, North Indian, Chinese, Italian, Fast Food, Indian, Snacks",Adugodi,50-55 mins
Plantaway - Vegan Ice Creams & Pantry,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/22/18869a20-17a7-4ef8-b918-5721f6b716c4_865864.jpg",,"Desserts, Ice Cream, Healthy Food",THIRUPALYA,40-45 mins
Aaha Andhra,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/4a9bf4435e4e505e89f39d60b315357c",2.5,"Andhra, South Indian",Basavanagudi,45-50 mins
Bowl 99,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/msci0zuocbopaopjjgyy",3.3,"Indian, North Indian, South Indian",Adugodi,45-50 mins
Dal Chawal Roti Sabji,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/hf1zrcnicac6dbcmxt0y",4.1,"Thalis, North Indian",Shanti Nagar,30-35 mins
SLN Tasty Corner,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/bz53mqcpyjcf7toha0sd",4.9,South Indian,Basavanagudi,25-30 mins
Dadi Di Rasoi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/zeafxvpqgg95vvfezre2",4.1,North Indian,Jayanagar,30-35 mins
New Cafe Khaadya,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/21/bbffc081-ff4a-48e4-b055-7c9ad85418a9_873729.JPG",4.1,"Chinese, South Indian",AUSTIN TOWN,30-35 mins
Dynasty Lounge Bar & Restaurants,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/16400d2141cb4bc16ac6b79edfb89298",4.5,"North Indian, Asian, Chinese, Pizzas, Kebabs",Sudham Nagar,30-35 mins
Pailwan Lassi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/3/4dd7b55f-7776-4b07-b3dc-b9067cdb8433_920246.JPG",,Beverages,Malleshwaram,30-35 mins
LGC foods,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/e327fcc97e7090e0c33ff603429a7a53",4.4,Beverages,Basavanagudi,30-35 mins
"Avnathi,Aromas Of Andhra","https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/30f1139d26268aae7828718fd8782002",5.0,"Chinese, Beverages",Central Bangalore,30-35 mins
Breakfast Junction,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/jdlgkfrhgu4gboq3q0x3",4.2,"Punjabi, North Indian",Jayanagar,30-35 mins
Raasa,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/fx5rorlky1hzygtfrsdt",4.0,Indian,Basavanagudi,30-35 mins
Bowled over by Board 4 Bored,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/gi6zdlp3r9rf6sl1cipi",4.2,"Chinese, Indian, Italian, Beverages",Basavanagudi,30-35 mins
Dezire SugarFree Sweets & Bakes,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/rmiop2yucu14gzrlgrvh",3.9,"Sweets, Bakery, Beverages",Basavanagudi,20-25 mins
Mirapakay Andhra Style,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/nulqcpps8kvwwwejjxkb",4.1,"Andhra, Tandoor",Majestic,30-35 mins
The Soup Project,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/nazq9sqpnhjlaf7nx41j",4.6,"Chinese, Continental",Basavanagudi,30-35 mins
Litti Dhuska Wale,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/23/2213e7dc-d6e6-40bf-8aea-9e5e032cbf77_893543.jpg",3.7,"north indian parantha, Snacks, Indian",Jayanagar,30-35 mins
Egg Rice Corner,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/arjfpokrwpgpzm1vbdj6",4.0,Indian,Malleshwaram,30-35 mins
K c kabab corner,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/zf7f85uext1vfxea5fcb",3.5,"Indian, Biryani",Residency Road,30-35 mins
J B Bakery,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/91305ab2609f0a01f67a5165b8fdae60",4.6,Snacks,Basavanagudi,25-30 mins
The Studio Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/laogstt2bvhj3pkku5ov",4.8,"Desserts, Beverages",Basavanagudi,30-35 mins
Bangarapet bhel house,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/r99rh04wgz06fnoubhyi",4.7,"Indian, Snacks, Beverages",Basavanagudi,15-20 mins
Mega Biryani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/l1rwsese0m0bosyzgwjf",,"Biryani, Hyderabadi",Seshadripuram,30-35 mins
SLV Delite,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/yhw2zwj8ablggrbrbveo",4.0,"Chinese, North Indian, South Indian",Malleshwaram,35-40 mins
Appu Anabe Adda,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/26/b0f5fed3-bd99-472a-bed2-d3b4db98e7ad_915671.JPG",4.7,"Biryani, Indian, Beverages",Banashankari,35-40 mins
Shawarma and Grill House,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f8pjic7sy8wbidjs9sh8",4.1,Arabian,Rajajinagar,35-40 mins
Thancos natural ice cream,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/de22e6c0f5735846d6eb7e14193b0aa4",4.1,"Ice Cream, Healthy Food, Waffle, Ice Cream Cakes",Basaveshwaranagar,35-40 mins
Cocoa Bakes,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/d1e13c100f4ce08157033556fcc66851",4.2,"Pizzas, Chinese, Fast Food, Burgers",Banashankari,35-40 mins
Gowdas Biryani Corner Nati Style,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ddf62268e95d051c6d705e2c823b178c",4.4,"Biryani, Snacks",Vijaynagar,30-35 mins
Sri Krishna bhavana,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/pw5j7mbzbwxkeshb2ihr",4.5,"South Indian, North Indian, Chinese, Tandoor, Beverages, Juices",Banashankari,30-35 mins
Malnad Donne Biryani Mdb,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/3/37646b12-6d33-4f02-8b5e-d51701225aed_865653.jpg",4.3,"Chinese, Biryani, Kebabs",Vijayanagar,30-35 mins
Karavali Food Land,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/9/86fe9b89-d4b8-43c7-80ff-7b1883a5a2a7_922898.JPG",2.8,"Indian, Tandoor",Vijayanagar,35-40 mins
Baky Bakery And Cakes,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/xdjgotbfc4mcvbyvy8b6",4.1,"Bakery, Desserts",Jayanagar,30-35 mins
Cool Town,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/kpwpdvad1izbb4b2bqyc",3.9,"Beverages, Desserts, Juices, Snacks",Richmond Road,35-40 mins
Radhakrishna Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/22/8c83a673-8d90-4e21-bd30-c735c7bb42d3_913389.JPG",4.0,"Chinese, South Indian",Basaveshwaranagar,35-40 mins
Karavali Kolimane,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/utg23m2q6ogk3ii5pljv",4.0,"South Indian, Chinese, Tandoor, North Indian",Shanti Nagar,35-40 mins
Dhanyam Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/26/5c06919c-0d7b-4846-9900-9c625f766746_823130.ss.jpg",4.5,"Beverages, South Indian",Jayanagar,35-40 mins
5 c Restobar,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/rbnzwmd4ylc0ezzmabii",4.2,"Chinese, North Indian, Indian, Tandoor",Rajajinagar,35-40 mins
Desserted,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/coiwwsshauarplawyo84",4.5,"Beverages, Snacks, Indian, Chinese, Italian",Malleshwaram,35-40 mins
Fia s Lounge,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/134b415881d1e2b2f9b67d5b82d360e6",4.6,"Continental, Parsi",Central Bangalore,35-40 mins
Adc- A Dough Cookie,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/9ba46d7f859073547c6a511eac5a5598",2.7,Bakery,BTM,35-40 mins
Benki Coffee,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/znoztbksztzacjhgte9z",4.8,Beverages,Jayanagar,30-35 mins
Beegara Mane Baadoota,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b328134beb7b0f5fe017b0cbf3515595",3.8,"North Indian, Snacks, Biryani",Rajajinagar,30-35 mins
Sri Lakshmi Janardhana Iyengar Bakery,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/8/2/5130bdec-7132-40ab-9a39-c60186eaeb06_936251.jpg",,"Desserts, Bakery",Basaveshwaranagar,35-40 mins
Dairy Day Ice Creams & Frozen Desserts,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/29/679ee06b-1895-4529-be47-f2f3551589aa_934060.jpg",,"Desserts, Ice Cream, Ice Cream Cakes",Central Bangalore,35-40 mins
Beijing Corner,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/0da26b9dde86dc03dad7b4a1a747d2bd",4.7,"Chinese, Fast Food",Central Bangalore,35-40 mins
New metro hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/sd1fijfg405tsz69cunw",4.3,"North Indian, Biryani",J C Road,15-20 mins
Davanagere Benne Dosa Manne,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/c99a8184b9522bffdf43b4978a7a1878",4.1,South Indian,Basavanagudi,20-25 mins
Rathan Juice Center,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/38de7b08c16b75fd50624fd2df1429d2",4.2,Desserts,Basavanagudi,15-20 mins
Aaha Thindi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/9ba3c468c98544e968ee9370fb54a9f4",4.7,"South Indian, North Indian, Chinese, Chaat, Tandoor, Juices",Central Bangalore,40-45 mins
Tree Tops Bar & Kitchen,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cnsmj4zboxfxn7b5rkgq",4.4,"Tandoor, Mughlai, Continental, North Indian, Pastas, Burgers, Chinese",Lavelle Road,45-50 mins
Mangalore Magic,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/18/90f873da-c121-4907-884f-ef88bf922bbc_828741 SS.jpg",3.6,"South Indian, North Indian, Desserts, Pizzas, Burgers, Fast Food, Chaat, Beverages, Juices, Street Food",Vijayanagar,40-45 mins
Uttara Karnataka Prasiddha Jolada Rotti And Chapati,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/23120df1e8d054628b25754662ca598d",4.1,"Indian, Snacks",Basavanagudi,40-45 mins
Chicken Magic,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/5bd4e6941bdbbde2ceb10a86558b4b07",2.4,"Snacks, Burgers, Fast Food",Jayanagar,35-40 mins
Anda Ka Funda,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/l1k5r6iauhhzunjs7mvq",4.4,"North Indian, Chinese, Biryani, Indian",Tavarekere,40-45 mins
The Kota Taste,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/21/8617e010-e5e6-4710-bee1-3f55cc206e99_912698.JPG",4.9,"Rajasthani, Chaat, Beverages",Basaveshwaranagar,45-50 mins
Saffron By Sanmanaa,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ltow3n9oibnbtnkcrgwq",4.0,"Indian, South Indian, Pizzas, Desserts",Basaveshwara Nagar,40-45 mins
Ragini Snacks Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/24/132e0ac9-4491-4202-b446-a6fac4632abe_914216.JPG",3.6,"Snacks, North Eastern, Healthy Food, Fast Food",Vijayanagar,45-50 mins
Maggie World,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/53d952b4e56a01b6774bb2f522d709c3",3.5,"Snacks, Fast Food, Beverages, Burgers",Basaveshwaranagar,50-55 mins
NYX Lounge Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/oroycjgtfl46cgwmzoxm",2.7,"Continental, Beverages",MG Road,40-45 mins
Krunchy Bites,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/5811ed62478252a7a0d3209276c75d54",3.4,Snacks,Banashankari,45-50 mins
Cafe Lafa,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/5c7cdae4eacdbd9a2bfd72925fc2972b",3.6,"Arabian, Kebabs",S G palya,40-45 mins
Brownie Bites,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/zxm1g2t64lnurpw1ggo5",4.2,"Chinese, Continental, Beverages",Rajajinagar,40-45 mins
Idli Macha,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/6/fdce32e0-a54f-4b36-b1dd-7498511e84d9_818706.ss.jpg",5.0,"South Indian, North Indian",Ashok Nagar,40-45 mins
Kaze,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ba5ceb2488cb26e02b210585e8c3fab5",4.3,"Pan-Asian, Japanese, Chinese",Lavelle Road,40-45 mins
Melts,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/e5c913d854906a446baa19f4f6031527",4.2,"Tex-Mex, Pizzas, Pastas, Burgers, Fast Food",Malleshwaram,40-45 mins
China Flame,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/dg7qrwyixqyiyv40ffpc",4.3,"Chinese, Thai",Ashok Nagar,40-45 mins
The Biere Club,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/tpvntcqsyt0tcnfu68bx",4.9,"Continental, European, Asian",Vittal Mallya Road,40-45 mins
Chaavadi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f1bc9ddf53de574cdc35ab2f717df234",3.3,"South Indian, Snacks, Chaat",Vijayanagar,40-45 mins
DELHI WALA ROTI AUR SUBZI,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b14cd9fc40129fcfb97aa7e621719d07",3.7,"North Indian, Chinese, Thalis, Snacks",Rajajinagar,50-55 mins
Oriental Food,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/53aa76734ecf3ab065ba3d65957cee0c",4.4,Chinese,BTM,35-40 mins
Cotton Candy Station,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/64ad65d3e8fc011f317ad4aa6ecd21b3",4.6,"Desserts, Cakes and Pastries",Rajajinagar,35-40 mins
The Wok Co,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/42fb43f9baaded4993b6a121460708f7",3.8,"Chinese, North Indian, Thai",Magrath Road,45-50 mins
The Boba King,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/20/dcecfe9e-6ac2-46e7-af3c-e30ab05b9996_912379.jpg",3.8,"Snacks, Burgers, Cafe",Central Bangalore,40-45 mins
Zest,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/06c3d1c550da7c812c5bf63c7227be7f",4.9,North Indian,Ashok Nagar,40-45 mins
blissful bites,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/55a68657ab4a529dc3a9db9a78d07e3d",,Italian,Banashankari,35-40 mins
RJ 19 Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/zcddwuq81rmqcbrvkfjj",4.0,North Indian,Jayanagar,30-35 mins
Sri Sai chinese center,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/52a6bf7228b630a09c8db726f84c21c5",3.8,Chinese,Banashankari,35-40 mins
Canton,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/bpkyim88wamvpu7hyk89",3.2,"Beverages, Chinese",Jayanagar,30-35 mins
Grazers Resto-Bar,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ae133ce6f101352ec0a20e44a4a3db83",3.6,"American, Beverages, Continental, Desserts, Italian, Seafood",Jayanagar,30-35 mins
kolkata King,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/w3fucinuk1o1xrpolq2g",4.0,"Snacks, Chinese",Basavanagudi,35-40 mins
Blue Galaxy,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/20/2cec0999-bb02-4674-83b9-0915d65385fd_928658.jpg",,"Biryani, Chettinad, Desserts, Continental, South Indian, Mangalorean, Coastal",Malleshwaram,35-40 mins
Subbana's Biriyani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ix5t7aqyuqeykje6ddkb",3.5,Biryani,wilsion garden,30-35 mins
SLV Refereshments,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/sgdd2lml4meujxepmagv",4.5,South Indian,Banashankari,25-30 mins
Shree Vasavi Chats,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b3394b7ae69ec034cc0a3cfcf3e7f220",4.1,"Chaat, Pastas, Fast Food, Desserts",Jayanagar,30-35 mins
New Karnataka Biriyani Point,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/fo6ttarlv92crfltqav7",,"Indian, Biryani",Banashankari,30-35 mins
Donne Biriyani Kendra,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/wfvwud297j7ifk13lken",3.7,"Biryani, Kebabs, Snacks",Banashankari,30-35 mins
Meghashyams Foodeez,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/16/660a9f6a-6f11-4ce7-a14e-e200470ac460_926150.jpg",,"Juices, Barbecue, Ice Cream Cakes, Fast Food",Vijayanagar,30-35 mins
New Ambur Special Dum Biriyani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/i9mf1erkwxszdzwkamtb",4.3,"Biryani, North Indian",Rajajinagar,25-30 mins
Amma's Biryani Corner,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/djrqokgh3nea072fjx0s",4.0,"Biryani, Kebabs",Jayanagar,30-35 mins
Mammaslice,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/29/04af596b-7ee7-4b49-91c6-e00930c8801f_900529.JPG",4.1,"Snacks, Pizzas, Fast Food, Burgers",Malleshwaram,40-45 mins
Lush  Renaissance Bengaluru Race Course Hotel By Marriott.,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/spff8i4rirrksqzps7jq",4.2,"Indian, Continental, Oriental, Asian",Race Course Road,40-45 mins
Throwback Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/25/ee5fb976-cf90-4977-9a93-020d44bbfdd7_915041.JPG",,"Continental, Indian, Ice Cream, Juices, Grill, Snacks, Pizzas, Pastas, Burgers, Cafe",Basavanagudi,35-40 mins
Flavour Restaurant  Citadel Sarovar Portico,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/20/130c67e0-735a-439a-95ab-08ecdf738964_902083 SS.jpg",5.0,"Continental, Coastal",Malleshwaram,40-45 mins
Arco Family Restaurant,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/22/efb92ec6-0795-4ee1-b5f6-2e1047e4664b_874482.jpg",3.8,"Chinese, Kerala, Biryani",AUSTIN TOWN,20-25 mins
Pizzato,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/8/3/162ec47c-5f11-41ec-a0d2-94a06070a97a_921579.jpg",5.0,"Italian-American, Cafe",Basavanagudi,30-35 mins
Rolls Zone,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/012ef3b91d9981dccb30823c834dcb9e",3.8,"Snacks, Chinese",Mount Joy Rd,35-40 mins
